provincia;anno;tipologia;patologia;sesso;valore;;
Taranto;1999;dimissioni;malattie apparato digerente;M;326.43;;
Taranto;2000;dimissioni;malattie apparato digerente;M;316.74;;
Taranto;2001;dimissioni;malattie apparato digerente;M;316.6;;
Taranto;2002;dimissioni;malattie apparato digerente;M;306.94;;
Taranto;2003;dimissioni;malattie apparato digerente;M;279.05;;
Taranto;2004;dimissioni;malattie apparato digerente;M;254.54;;
Taranto;2005;dimissioni;malattie apparato digerente;M;260.75;;
Taranto;2006;dimissioni;malattie apparato digerente;M;259.8;;
Taranto;2007;dimissioni;malattie apparato digerente;M;262.75;;
Taranto;2008;dimissioni;malattie apparato digerente;M;255.53;;
Taranto;2009;dimissioni;malattie apparato digerente;M;220.99;;
Taranto;2010;dimissioni;malattie apparato digerente;M;244.9;;
Taranto;2011;dimissioni;malattie apparato digerente;M;210.98;;
Taranto;2012;dimissioni;malattie apparato digerente;M;198.12;;
Taranto;2013;dimissioni;malattie apparato digerente;M;191.44;;
Taranto;2014;dimissioni;malattie apparato digerente;M;176.95;;
Taranto;2015;dimissioni;malattie apparato digerente;M;163.72;;
Taranto;2016;dimissioni;malattie apparato digerente;M;156.12;;
Taranto;2017;dimissioni;malattie apparato digerente;M;134.47;;
Taranto;2018;dimissioni;malattie apparato digerente;M;129.39;;
Taranto;2019;dimissioni;malattie apparato digerente;M;124.16;;
Taranto;2020;dimissioni;malattie apparato digerente;M;90.96;;
Taranto;2021;dimissioni;malattie apparato digerente;M;85.7;;
Taranto;2022;dimissioni;malattie apparato digerente;M;96.84;;
Taranto;2023;dimissioni;malattie apparato digerente;M;100.35;;
Taranto;2024;dimissioni;malattie apparato digerente;M;103.06;;
Brindisi;1999;dimissioni;malattie apparato digerente;M;342.8;;
Brindisi;2000;dimissioni;malattie apparato digerente;M;328.77;;
Brindisi;2001;dimissioni;malattie apparato digerente;M;320.87;;
Brindisi;2002;dimissioni;malattie apparato digerente;M;302.06;;
Brindisi;2003;dimissioni;malattie apparato digerente;M;265.54;;
Brindisi;2004;dimissioni;malattie apparato digerente;M;248.93;;
Brindisi;2005;dimissioni;malattie apparato digerente;M;248.06;;
Brindisi;2006;dimissioni;malattie apparato digerente;M;251.93;;
Brindisi;2007;dimissioni;malattie apparato digerente;M;243.67;;
Brindisi;2008;dimissioni;malattie apparato digerente;M;244.29;;
Brindisi;2009;dimissioni;malattie apparato digerente;M;232.54;;
Brindisi;2010;dimissioni;malattie apparato digerente;M;244.35;;
Brindisi;2011;dimissioni;malattie apparato digerente;M;225.52;;
Brindisi;2012;dimissioni;malattie apparato digerente;M;194.82;;
Brindisi;2013;dimissioni;malattie apparato digerente;M;192.17;;
Brindisi;2014;dimissioni;malattie apparato digerente;M;179.0;;
Brindisi;2015;dimissioni;malattie apparato digerente;M;152.74;;
Brindisi;2016;dimissioni;malattie apparato digerente;M;137.25;;
Brindisi;2017;dimissioni;malattie apparato digerente;M;124.79;;
Brindisi;2018;dimissioni;malattie apparato digerente;M;131.38;;
Brindisi;2019;dimissioni;malattie apparato digerente;M;136.82;;
Brindisi;2020;dimissioni;malattie apparato digerente;M;85.61;;
Brindisi;2021;dimissioni;malattie apparato digerente;M;84.38;;
Brindisi;2022;dimissioni;malattie apparato digerente;M;92.14;;
Brindisi;2023;dimissioni;malattie apparato digerente;M;102.54;;
Brindisi;2024;dimissioni;malattie apparato digerente;M;100.58;;
Lecce;1999;dimissioni;malattie apparato digerente;M;286.55;;
Lecce;2000;dimissioni;malattie apparato digerente;M;276.5;;
Lecce;2001;dimissioni;malattie apparato digerente;M;305.97;;
Lecce;2002;dimissioni;malattie apparato digerente;M;276.8;;
Lecce;2003;dimissioni;malattie apparato digerente;M;253.11;;
Lecce;2004;dimissioni;malattie apparato digerente;M;228.12;;
Lecce;2005;dimissioni;malattie apparato digerente;M;233.23;;
Lecce;2006;dimissioni;malattie apparato digerente;M;231.76;;
Lecce;2007;dimissioni;malattie apparato digerente;M;228.29;;
Lecce;2008;dimissioni;malattie apparato digerente;M;225.18;;
Lecce;2009;dimissioni;malattie apparato digerente;M;196.79;;
Lecce;2010;dimissioni;malattie apparato digerente;M;220.57;;
Lecce;2011;dimissioni;malattie apparato digerente;M;197.37;;
Lecce;2012;dimissioni;malattie apparato digerente;M;170.84;;
Lecce;2013;dimissioni;malattie apparato digerente;M;174.04;;
Lecce;2014;dimissioni;malattie apparato digerente;M;169.53;;
Lecce;2015;dimissioni;malattie apparato digerente;M;157.33;;
Lecce;2016;dimissioni;malattie apparato digerente;M;151.83;;
Lecce;2017;dimissioni;malattie apparato digerente;M;146.94;;
Lecce;2018;dimissioni;malattie apparato digerente;M;142.51;;
Lecce;2019;dimissioni;malattie apparato digerente;M;131.88;;
Lecce;2020;dimissioni;malattie apparato digerente;M;96.06;;
Lecce;2021;dimissioni;malattie apparato digerente;M;104.47;;
Lecce;2022;dimissioni;malattie apparato digerente;M;112.66;;
Lecce;2023;dimissioni;malattie apparato digerente;M;123.29;;
Lecce;2024;dimissioni;malattie apparato digerente;M;112.68;;
Barletta-Andria-Trani;2010;dimissioni;malattie apparato digerente;M;228.6;;
Barletta-Andria-Trani;2011;dimissioni;malattie apparato digerente;M;214.78;;
Barletta-Andria-Trani;2012;dimissioni;malattie apparato digerente;M;198.17;;
Barletta-Andria-Trani;2013;dimissioni;malattie apparato digerente;M;181.22;;
Barletta-Andria-Trani;2014;dimissioni;malattie apparato digerente;M;161.64;;
Barletta-Andria-Trani;2015;dimissioni;malattie apparato digerente;M;128.45;;
Barletta-Andria-Trani;2016;dimissioni;malattie apparato digerente;M;136.08;;
Barletta-Andria-Trani;2017;dimissioni;malattie apparato digerente;M;137.09;;
Barletta-Andria-Trani;2018;dimissioni;malattie apparato digerente;M;123.73;;
Barletta-Andria-Trani;2019;dimissioni;malattie apparato digerente;M;116.0;;
Barletta-Andria-Trani;2020;dimissioni;malattie apparato digerente;M;78.66;;
Barletta-Andria-Trani;2021;dimissioni;malattie apparato digerente;M;83.47;;
Barletta-Andria-Trani;2022;dimissioni;malattie apparato digerente;M;102.67;;
Barletta-Andria-Trani;2023;dimissioni;malattie apparato digerente;M;117.42;;
Barletta-Andria-Trani;2024;dimissioni;malattie apparato digerente;M;112.47;;
Foggia;1999;dimissioni;malattie apparato genito-urinario;F;299.41;;
Foggia;2000;dimissioni;malattie apparato genito-urinario;F;300.58;;
Foggia;2001;dimissioni;malattie apparato genito-urinario;F;305.09;;
Foggia;2002;dimissioni;malattie apparato genito-urinario;F;244.08;;
Foggia;2003;dimissioni;malattie apparato genito-urinario;F;231.79;;
Foggia;2004;dimissioni;malattie apparato genito-urinario;F;241.16;;
Foggia;2005;dimissioni;malattie apparato genito-urinario;F;255.0;;
Foggia;2006;dimissioni;malattie apparato genito-urinario;F;267.3;;
Foggia;2007;dimissioni;malattie apparato genito-urinario;F;254.53;;
Foggia;2008;dimissioni;malattie apparato genito-urinario;F;246.91;;
Foggia;2009;dimissioni;malattie apparato genito-urinario;F;224.35;;
Foggia;2010;dimissioni;malattie apparato genito-urinario;F;239.32;;
Foggia;2011;dimissioni;malattie apparato genito-urinario;F;191.11;;
Foggia;2012;dimissioni;malattie apparato genito-urinario;F;186.06;;
Foggia;2013;dimissioni;malattie apparato genito-urinario;F;192.57;;
Foggia;2014;dimissioni;malattie apparato genito-urinario;F;184.69;;
Foggia;2015;dimissioni;malattie apparato genito-urinario;F;180.05;;
Foggia;2016;dimissioni;malattie apparato genito-urinario;F;149.7;;
Foggia;2017;dimissioni;malattie apparato genito-urinario;F;126.01;;
Foggia;2018;dimissioni;malattie apparato genito-urinario;F;114.72;;
Foggia;2019;dimissioni;malattie apparato genito-urinario;F;101.18;;
Foggia;2020;dimissioni;malattie apparato genito-urinario;F;61.32;;
Foggia;2021;dimissioni;malattie apparato genito-urinario;F;77.15;;
Foggia;2022;dimissioni;malattie apparato genito-urinario;F;82.47;;
Foggia;2023;dimissioni;malattie apparato genito-urinario;F;97.83;;
Foggia;2024;dimissioni;malattie apparato genito-urinario;F;102.15;;
Bari;1999;dimissioni;malattie apparato genito-urinario;F;238.66;;
Bari;2000;dimissioni;malattie apparato genito-urinario;F;243.26;;
Bari;2001;dimissioni;malattie apparato genito-urinario;F;253.75;;
Bari;2002;dimissioni;malattie apparato genito-urinario;F;176.35;;
Bari;2003;dimissioni;malattie apparato genito-urinario;F;169.82;;
Bari;2004;dimissioni;malattie apparato genito-urinario;F;175.4;;
Bari;2005;dimissioni;malattie apparato genito-urinario;F;173.44;;
Bari;2006;dimissioni;malattie apparato genito-urinario;F;175.6;;
Bari;2007;dimissioni;malattie apparato genito-urinario;F;168.22;;
Bari;2008;dimissioni;malattie apparato genito-urinario;F;169.68;;
Bari;2009;dimissioni;malattie apparato genito-urinario;F;154.01;;
Bari;2010;dimissioni;malattie apparato genito-urinario;F;156.52;;
Bari;2011;dimissioni;malattie apparato genito-urinario;F;146.78;;
Bari;2012;dimissioni;malattie apparato genito-urinario;F;140.55;;
Bari;2013;dimissioni;malattie apparato genito-urinario;F;121.39;;
Bari;2014;dimissioni;malattie apparato genito-urinario;F;112.47;;
Bari;2015;dimissioni;malattie apparato genito-urinario;F;87.29;;
Bari;2016;dimissioni;malattie apparato genito-urinario;F;75.63;;
Bari;2017;dimissioni;malattie apparato genito-urinario;F;72.2;;
Bari;2018;dimissioni;malattie apparato genito-urinario;F;72.7;;
Bari;2019;dimissioni;malattie apparato genito-urinario;F;70.87;;
Bari;2020;dimissioni;malattie apparato genito-urinario;F;53.03;;
Bari;2021;dimissioni;malattie apparato genito-urinario;F;61.51;;
Bari;2022;dimissioni;malattie apparato genito-urinario;F;65.22;;
Bari;2023;dimissioni;malattie apparato genito-urinario;F;68.46;;
Bari;2024;dimissioni;malattie apparato genito-urinario;F;71.18;;
Taranto;1999;dimissioni;malattie apparato genito-urinario;F;224.43;;
Taranto;2000;dimissioni;malattie apparato genito-urinario;F;237.66;;
Taranto;2001;dimissioni;malattie apparato genito-urinario;F;243.45;;
Taranto;2002;dimissioni;malattie apparato genito-urinario;F;225.39;;
Taranto;2003;dimissioni;malattie apparato genito-urinario;F;215.74;;
Taranto;2004;dimissioni;malattie apparato genito-urinario;F;218.38;;
Taranto;2005;dimissioni;malattie apparato genito-urinario;F;209.45;;
Taranto;2006;dimissioni;malattie apparato genito-urinario;F;194.68;;
Taranto;2007;dimissioni;malattie apparato genito-urinario;F;182.16;;
Taranto;2008;dimissioni;malattie apparato genito-urinario;F;177.28;;
Taranto;2009;dimissioni;malattie apparato genito-urinario;F;155.32;;
Taranto;2010;dimissioni;malattie apparato genito-urinario;F;169.38;;
Taranto;2011;dimissioni;malattie apparato genito-urinario;F;151.66;;
Taranto;2012;dimissioni;malattie apparato genito-urinario;F;143.82;;
Taranto;2013;dimissioni;malattie apparato genito-urinario;F;132.28;;
Taranto;2014;dimissioni;malattie apparato genito-urinario;F;125.41;;
Taranto;2015;dimissioni;malattie apparato genito-urinario;F;107.34;;
Taranto;2016;dimissioni;malattie apparato genito-urinario;F;100.75;;
Taranto;2017;dimissioni;malattie apparato genito-urinario;F;99.43;;
Taranto;2018;dimissioni;malattie apparato genito-urinario;F;97.55;;
Taranto;2019;dimissioni;malattie apparato genito-urinario;F;99.47;;
Taranto;2020;dimissioni;malattie apparato genito-urinario;F;76.12;;
Taranto;2021;dimissioni;malattie apparato genito-urinario;F;82.29;;
Taranto;2022;dimissioni;malattie apparato genito-urinario;F;80.87;;
Taranto;2023;dimissioni;malattie apparato genito-urinario;F;86.71;;
Taranto;2024;dimissioni;malattie apparato genito-urinario;F;91.24;;
Brindisi;1999;dimissioni;malattie apparato genito-urinario;F;265.06;;
Brindisi;2000;dimissioni;malattie apparato genito-urinario;F;286.49;;
Brindisi;2001;dimissioni;malattie apparato genito-urinario;F;276.22;;
Brindisi;2002;dimissioni;malattie apparato genito-urinario;F;241.74;;
Brindisi;2003;dimissioni;malattie apparato genito-urinario;F;206.39;;
Brindisi;2004;dimissioni;malattie apparato genito-urinario;F;205.01;;
Brindisi;2005;dimissioni;malattie apparato genito-urinario;F;216.71;;
Brindisi;2006;dimissioni;malattie apparato genito-urinario;F;216.09;;
Brindisi;2007;dimissioni;malattie apparato genito-urinario;F;210.08;;
Brindisi;2008;dimissioni;malattie apparato genito-urinario;F;205.92;;
Brindisi;2009;dimissioni;malattie apparato genito-urinario;F;176.84;;
Brindisi;2010;dimissioni;malattie apparato genito-urinario;F;191.01;;
Brindisi;2011;dimissioni;malattie apparato genito-urinario;F;176.77;;
Brindisi;2012;dimissioni;malattie apparato genito-urinario;F;160.52;;
Brindisi;2013;dimissioni;malattie apparato genito-urinario;F;154.39;;
Brindisi;2014;dimissioni;malattie apparato genito-urinario;F;146.61;;
Brindisi;2015;dimissioni;malattie apparato genito-urinario;F;104.36;;
Brindisi;2016;dimissioni;malattie apparato genito-urinario;F;94.86;;
Brindisi;2017;dimissioni;malattie apparato genito-urinario;F;95.75;;
Brindisi;2018;dimissioni;malattie apparato genito-urinario;F;90.27;;
Brindisi;2019;dimissioni;malattie apparato genito-urinario;F;94.85;;
Brindisi;2020;dimissioni;malattie apparato genito-urinario;F;65.62;;
Brindisi;2021;dimissioni;malattie apparato genito-urinario;F;66.26;;
Brindisi;2022;dimissioni;malattie apparato genito-urinario;F;65.67;;
Brindisi;2023;dimissioni;malattie apparato genito-urinario;F;69.5;;
Brindisi;2024;dimissioni;malattie apparato genito-urinario;F;73.05;;
Lecce;1999;dimissioni;malattie apparato genito-urinario;F;186.53;;
Lecce;2000;dimissioni;malattie apparato genito-urinario;F;177.36;;
Lecce;2001;dimissioni;malattie apparato genito-urinario;F;204.36;;
Lecce;2002;dimissioni;malattie apparato genito-urinario;F;171.17;;
Lecce;2003;dimissioni;malattie apparato genito-urinario;F;155.95;;
Lecce;2004;dimissioni;malattie apparato genito-urinario;F;145.01;;
Lecce;2005;dimissioni;malattie apparato genito-urinario;F;148.54;;
Lecce;2006;dimissioni;malattie apparato genito-urinario;F;158.32;;
Lecce;2007;dimissioni;malattie apparato genito-urinario;F;160.98;;
Lecce;2008;dimissioni;malattie apparato genito-urinario;F;164.47;;
Lecce;2009;dimissioni;malattie apparato genito-urinario;F;144.14;;
Lecce;2010;dimissioni;malattie apparato genito-urinario;F;131.35;;
Lecce;2011;dimissioni;malattie apparato genito-urinario;F;121.56;;
Lecce;2012;dimissioni;malattie apparato genito-urinario;F;112.64;;
Lecce;2013;dimissioni;malattie apparato genito-urinario;F;117.29;;
Lecce;2014;dimissioni;malattie apparato genito-urinario;F;121.27;;
Lecce;2015;dimissioni;malattie apparato genito-urinario;F;112.4;;
Lecce;2016;dimissioni;malattie apparato genito-urinario;F;110.7;;
Lecce;2017;dimissioni;malattie apparato genito-urinario;F;106.26;;
Lecce;2018;dimissioni;malattie apparato genito-urinario;F;106.84;;
Lecce;2019;dimissioni;malattie apparato genito-urinario;F;105.8;;
Lecce;2020;dimissioni;malattie apparato genito-urinario;F;82.52;;
Lecce;2021;dimissioni;malattie apparato genito-urinario;F;88.47;;
Lecce;2022;dimissioni;malattie apparato genito-urinario;F;98.29;;
Lecce;2023;dimissioni;malattie apparato genito-urinario;F;115.08;;
Lecce;2024;dimissioni;malattie apparato genito-urinario;F;116.92;;
Barletta-Andria-Trani;2010;dimissioni;malattie apparato genito-urinario;F;147.25;;
Barletta-Andria-Trani;2011;dimissioni;malattie apparato genito-urinario;F;143.86;;
Barletta-Andria-Trani;2012;dimissioni;malattie apparato genito-urinario;F;122.05;;
Barletta-Andria-Trani;2013;dimissioni;malattie apparato genito-urinario;F;114.49;;
Barletta-Andria-Trani;2014;dimissioni;malattie apparato genito-urinario;F;100.4;;
Barletta-Andria-Trani;2015;dimissioni;malattie apparato genito-urinario;F;88.09;;
Barletta-Andria-Trani;2016;dimissioni;malattie apparato genito-urinario;F;78.86;;
Barletta-Andria-Trani;2017;dimissioni;malattie apparato genito-urinario;F;78.25;;
Barletta-Andria-Trani;2018;dimissioni;malattie apparato genito-urinario;F;74.59;;
Barletta-Andria-Trani;2019;dimissioni;malattie apparato genito-urinario;F;71.27;;
Barletta-Andria-Trani;2020;dimissioni;malattie apparato genito-urinario;F;43.39;;
Barletta-Andria-Trani;2021;dimissioni;malattie apparato genito-urinario;F;55.97;;
Barletta-Andria-Trani;2022;dimissioni;malattie apparato genito-urinario;F;59.83;;
Barletta-Andria-Trani;2023;dimissioni;malattie apparato genito-urinario;F;67.89;;
Barletta-Andria-Trani;2024;dimissioni;malattie apparato genito-urinario;F;70.54;;
Foggia;1999;dimissioni;malattie apparato genito-urinario;M;156.83;;
Foggia;2000;dimissioni;malattie apparato genito-urinario;M;155.92;;
Foggia;2001;dimissioni;malattie apparato genito-urinario;M;153.3;;
Foggia;2002;dimissioni;malattie apparato genito-urinario;M;144.82;;
Foggia;2003;dimissioni;malattie apparato genito-urinario;M;140.43;;
Foggia;2004;dimissioni;malattie apparato genito-urinario;M;145.98;;
Foggia;2005;dimissioni;malattie apparato genito-urinario;M;146.63;;
Foggia;2006;dimissioni;malattie apparato genito-urinario;M;153.08;;
Foggia;2007;dimissioni;malattie apparato genito-urinario;M;143.7;;
Foggia;2008;dimissioni;malattie apparato genito-urinario;M;139.4;;
Foggia;2009;dimissioni;malattie apparato genito-urinario;M;110.03;;
Foggia;2010;dimissioni;malattie apparato genito-urinario;M;148.95;;
Foggia;2011;dimissioni;malattie apparato genito-urinario;M;152.66;;
Foggia;2012;dimissioni;malattie apparato genito-urinario;M;150.04;;
Foggia;2013;dimissioni;malattie apparato genito-urinario;M;144.84;;
Foggia;2014;dimissioni;malattie apparato genito-urinario;M;143.78;;
Foggia;2015;dimissioni;malattie apparato genito-urinario;M;132.24;;
Foggia;2016;dimissioni;malattie apparato genito-urinario;M;137.69;;
Foggia;2017;dimissioni;malattie apparato genito-urinario;M;113.64;;
Foggia;2018;dimissioni;malattie apparato genito-urinario;M;102.93;;
Foggia;2019;dimissioni;malattie apparato genito-urinario;M;98.6;;
Foggia;2020;dimissioni;malattie apparato genito-urinario;M;63.96;;
Foggia;2021;dimissioni;malattie apparato genito-urinario;M;75.39;;
Foggia;2022;dimissioni;malattie apparato genito-urinario;M;87.01;;
Foggia;2023;dimissioni;malattie apparato genito-urinario;M;97.76;;
Foggia;2024;dimissioni;malattie apparato genito-urinario;M;106.21;;
Bari;1999;dimissioni;malattie apparato genito-urinario;M;168.62;;
Bari;2000;dimissioni;malattie apparato genito-urinario;M;170.18;;
Bari;2001;dimissioni;malattie apparato genito-urinario;M;166.43;;
Bari;2002;dimissioni;malattie apparato genito-urinario;M;142.57;;
Bari;2003;dimissioni;malattie apparato genito-urinario;M;133.84;;
Bari;2004;dimissioni;malattie apparato genito-urinario;M;130.73;;
Bari;2005;dimissioni;malattie apparato genito-urinario;M;132.84;;
Bari;2006;dimissioni;malattie apparato genito-urinario;M;127.76;;
Bari;2007;dimissioni;malattie apparato genito-urinario;M;123.22;;
Bari;2008;dimissioni;malattie apparato genito-urinario;M;117.22;;
Bari;2009;dimissioni;malattie apparato genito-urinario;M;101.94;;
Bari;2010;dimissioni;malattie apparato genito-urinario;M;123.49;;
Bari;2011;dimissioni;malattie apparato genito-urinario;M;125.25;;
Bari;2012;dimissioni;malattie apparato genito-urinario;M;114.46;;
Bari;2013;dimissioni;malattie apparato genito-urinario;M;94.23;;
Bari;2014;dimissioni;malattie apparato genito-urinario;M;87.85;;
Bari;2015;dimissioni;malattie apparato genito-urinario;M;81.16;;
Bari;2016;dimissioni;malattie apparato genito-urinario;M;74.64;;
Bari;2017;dimissioni;malattie apparato genito-urinario;M;71.43;;
Bari;2018;dimissioni;malattie apparato genito-urinario;M;71.21;;
Bari;2019;dimissioni;malattie apparato genito-urinario;M;71.14;;
Bari;2020;dimissioni;malattie apparato genito-urinario;M;51.23;;
Bari;2021;dimissioni;malattie apparato genito-urinario;M;57.73;;
Bari;2022;dimissioni;malattie apparato genito-urinario;M;64.79;;
Bari;2023;dimissioni;malattie apparato genito-urinario;M;70.43;;
Bari;2024;dimissioni;malattie apparato genito-urinario;M;73.15;;
Taranto;1999;dimissioni;malattie apparato genito-urinario;M;157.75;;
Taranto;2000;dimissioni;malattie apparato genito-urinario;M;154.8;;
Taranto;2001;dimissioni;malattie apparato genito-urinario;M;148.85;;
Taranto;2002;dimissioni;malattie apparato genito-urinario;M;144.73;;
Taranto;2003;dimissioni;malattie apparato genito-urinario;M;146.13;;
Taranto;2004;dimissioni;malattie apparato genito-urinario;M;139.24;;
Taranto;2005;dimissioni;malattie apparato genito-urinario;M;137.67;;
Taranto;2006;dimissioni;malattie apparato genito-urinario;M;126.73;;
Taranto;2007;dimissioni;malattie apparato genito-urinario;M;128.09;;
Taranto;2008;dimissioni;malattie apparato genito-urinario;M;119.58;;
Taranto;2009;dimissioni;malattie apparato genito-urinario;M;99.76;;
Taranto;2010;dimissioni;malattie apparato genito-urinario;M;123.8;;
Taranto;2011;dimissioni;malattie apparato genito-urinario;M;121.32;;
Taranto;2012;dimissioni;malattie apparato genito-urinario;M;114.46;;
Taranto;2013;dimissioni;malattie apparato genito-urinario;M;105.62;;
Taranto;2014;dimissioni;malattie apparato genito-urinario;M;100.68;;
Taranto;2015;dimissioni;malattie apparato genito-urinario;M;94.7;;
Taranto;2016;dimissioni;malattie apparato genito-urinario;M;87.61;;
Taranto;2017;dimissioni;malattie apparato genito-urinario;M;84.11;;
Taranto;2018;dimissioni;malattie apparato genito-urinario;M;85.93;;
Taranto;2019;dimissioni;malattie apparato genito-urinario;M;85.74;;
Taranto;2020;dimissioni;malattie apparato genito-urinario;M;63.11;;
Taranto;2021;dimissioni;malattie apparato genito-urinario;M;60.97;;
Taranto;2022;dimissioni;malattie apparato genito-urinario;M;67.61;;
Taranto;2023;dimissioni;malattie apparato genito-urinario;M;77.76;;
Taranto;2024;dimissioni;malattie apparato genito-urinario;M;81.16;;
Brindisi;1999;dimissioni;malattie apparato genito-urinario;M;166.4;;
Brindisi;2000;dimissioni;malattie apparato genito-urinario;M;178.02;;
Brindisi;2001;dimissioni;malattie apparato genito-urinario;M;171.19;;
Brindisi;2002;dimissioni;malattie apparato genito-urinario;M;160.13;;
Brindisi;2003;dimissioni;malattie apparato genito-urinario;M;150.99;;
Brindisi;2004;dimissioni;malattie apparato genito-urinario;M;136.53;;
Brindisi;2005;dimissioni;malattie apparato genito-urinario;M;135.95;;
Brindisi;2006;dimissioni;malattie apparato genito-urinario;M;138.96;;
Brindisi;2007;dimissioni;malattie apparato genito-urinario;M;137.31;;
Brindisi;2008;dimissioni;malattie apparato genito-urinario;M;128.31;;
Brindisi;2009;dimissioni;malattie apparato genito-urinario;M;103.74;;
Brindisi;2010;dimissioni;malattie apparato genito-urinario;M;132.05;;
Brindisi;2011;dimissioni;malattie apparato genito-urinario;M;128.91;;
Brindisi;2012;dimissioni;malattie apparato genito-urinario;M;116.51;;
Brindisi;2013;dimissioni;malattie apparato genito-urinario;M;106.84;;
Brindisi;2014;dimissioni;malattie apparato genito-urinario;M;110.2;;
Brindisi;2015;dimissioni;malattie apparato genito-urinario;M;95.82;;
Brindisi;2016;dimissioni;malattie apparato genito-urinario;M;94.11;;
Brindisi;2017;dimissioni;malattie apparato genito-urinario;M;79.92;;
Brindisi;2018;dimissioni;malattie apparato genito-urinario;M;74.64;;
Brindisi;2019;dimissioni;malattie apparato genito-urinario;M;74.53;;
Brindisi;2020;dimissioni;malattie apparato genito-urinario;M;51.87;;
Brindisi;2021;dimissioni;malattie apparato genito-urinario;M;55.74;;
Brindisi;2022;dimissioni;malattie apparato genito-urinario;M;61.21;;
Brindisi;2023;dimissioni;malattie apparato genito-urinario;M;68.22;;
Brindisi;2024;dimissioni;malattie apparato genito-urinario;M;67.57;;
Lecce;1999;dimissioni;malattie apparato genito-urinario;M;156.77;;
Lecce;2000;dimissioni;malattie apparato genito-urinario;M;150.82;;
Lecce;2001;dimissioni;malattie apparato genito-urinario;M;167.9;;
Lecce;2002;dimissioni;malattie apparato genito-urinario;M;150.38;;
Lecce;2003;dimissioni;malattie apparato genito-urinario;M;125.09;;
Lecce;2004;dimissioni;malattie apparato genito-urinario;M;122.92;;
Lecce;2005;dimissioni;malattie apparato genito-urinario;M;124.42;;
Lecce;2006;dimissioni;malattie apparato genito-urinario;M;119.27;;
Lecce;2007;dimissioni;malattie apparato genito-urinario;M;129.83;;
Lecce;2008;dimissioni;malattie apparato genito-urinario;M;128.24;;
Lecce;2009;dimissioni;malattie apparato genito-urinario;M;105.41;;
Lecce;2010;dimissioni;malattie apparato genito-urinario;M;122.96;;
Lecce;2011;dimissioni;malattie apparato genito-urinario;M;116.6;;
Lecce;2012;dimissioni;malattie apparato genito-urinario;M;104.63;;
Lecce;2013;dimissioni;malattie apparato genito-urinario;M;103.39;;
Lecce;2014;dimissioni;malattie apparato genito-urinario;M;112.48;;
Lecce;2015;dimissioni;malattie apparato genito-urinario;M;103.1;;
Lecce;2016;dimissioni;malattie apparato genito-urinario;M;93.03;;
Lecce;2017;dimissioni;malattie apparato genito-urinario;M;87.32;;
Lecce;2018;dimissioni;malattie apparato genito-urinario;M;84.92;;
Lecce;2019;dimissioni;malattie apparato genito-urinario;M;81.69;;
Lecce;2020;dimissioni;malattie apparato genito-urinario;M;65.8;;
Lecce;2021;dimissioni;malattie apparato genito-urinario;M;69.04;;
Lecce;2022;dimissioni;malattie apparato genito-urinario;M;70.02;;
Lecce;2023;dimissioni;malattie apparato genito-urinario;M;82.4;;
Lecce;2024;dimissioni;malattie apparato genito-urinario;M;83.76;;
Barletta-Andria-Trani;2010;dimissioni;malattie apparato genito-urinario;M;108.99;;
Barletta-Andria-Trani;2011;dimissioni;malattie apparato genito-urinario;M;114.23;;
Barletta-Andria-Trani;2012;dimissioni;malattie apparato genito-urinario;M;107.59;;
Barletta-Andria-Trani;2013;dimissioni;malattie apparato genito-urinario;M;98.55;;
Barletta-Andria-Trani;2014;dimissioni;malattie apparato genito-urinario;M;92.62;;
Barletta-Andria-Trani;2015;dimissioni;malattie apparato genito-urinario;M;80.19;;
Barletta-Andria-Trani;2016;dimissioni;malattie apparato genito-urinario;M;81.39;;
Barletta-Andria-Trani;2017;dimissioni;malattie apparato genito-urinario;M;76.45;;
Barletta-Andria-Trani;2018;dimissioni;malattie apparato genito-urinario;M;72.21;;
Barletta-Andria-Trani;2019;dimissioni;malattie apparato genito-urinario;M;64.37;;
Barletta-Andria-Trani;2020;dimissioni;malattie apparato genito-urinario;M;39.83;;
Barletta-Andria-Trani;2021;dimissioni;malattie apparato genito-urinario;M;47.35;;
Barletta-Andria-Trani;2022;dimissioni;malattie apparato genito-urinario;M;54.81;;
Barletta-Andria-Trani;2023;dimissioni;malattie apparato genito-urinario;M;64.04;;
Barletta-Andria-Trani;2024;dimissioni;malattie apparato genito-urinario;M;67.83;;
Foggia;1999;dimissioni;malattie infettive,parassitarie;F;42.46;;
Foggia;2000;dimissioni;malattie infettive,parassitarie;F;40.28;;
Foggia;2001;dimissioni;malattie infettive,parassitarie;F;44.23;;
Foggia;2002;dimissioni;malattie infettive,parassitarie;F;40.05;;
Foggia;2003;dimissioni;malattie infettive,parassitarie;F;35.74;;
Foggia;2004;dimissioni;malattie infettive,parassitarie;F;37.54;;
Foggia;2005;dimissioni;malattie infettive,parassitarie;F;40.9;;
Foggia;2006;dimissioni;malattie infettive,parassitarie;F;43.09;;
Foggia;2007;dimissioni;malattie infettive,parassitarie;F;37.11;;
Foggia;2008;dimissioni;malattie infettive,parassitarie;F;34.42;;
Foggia;2009;dimissioni;malattie infettive,parassitarie;F;29.77;;
Foggia;2010;dimissioni;malattie infettive,parassitarie;F;33.71;;
Foggia;2011;dimissioni;malattie infettive,parassitarie;F;33.45;;
