data;denominazione;area_balneazione;provincia;comune;X;Y;enterococchi;escherichia_coli
2024-08-06;FOCE CAPOIALE (30 MT A SINISTRA);IT016071008001;Foggia;Cagnano Varano;555170,9965;4641351,659;0;0
2024-08-07;FOCE CAPOIALE (30 MT A DESTRA);IT016071008002;Foggia;Cagnano Varano;555517,788;4641204,202;27;83
2024-08-07;CAMPING RANCHO;IT016071008004;Foggia;Cagnano Varano;560429,1053;4640626,522;0;0
2024-08-07;LA BATTERIA;IT016071008006;Foggia;Cagnano Varano;557093,6513;4640444,582;0;0
2024-08-07;LERAPPINO;IT016071008007;Foggia;Cagnano Varano;558473,0508;4640520,62;0;0
2024-08-07;LE BARACCHE DEL TRIESTINO;IT016071008012;Foggia;Cagnano Varano;561627,6181;4640726,526;0;0
2024-08-06;FOCE SACCIONE (30 MT A DESTRA);IT016071021001;Foggia;Chieuti;511478,7785;4641643,508;0;0
2024-08-06;TORRE FANTINE;IT016071021002;Foggia;Chieuti;513344,9845;4641276,564;0;0
2024-08-06;TRA T.RE FANTINE E MARINA DI FANTINE;IT016071021003;Foggia;Chieuti;514563,6167;4641020,116;0;0
2024-08-06;MARINA DI FANTINE;IT016071021004;Foggia;Chieuti;516457,5087;4640851,5;0;0
2024-08-06;LE MARINELLE;IT016071021005;Foggia;Chieuti;518457,5045;4640822,423;0;0
2024-08-07;HOTEL BUFALARA;IT016071025001;Foggia;Ischitella;563678,8946;4640933,492;0;0
2024-08-07;FOCE VARANO (30 MT A SINISTRA);IT016071025003;Foggia;Ischitella;565888,4389;4641303,004;0;1
2024-08-07;FOCE VARANO (30 MT A DESTRA);IT016071025004;Foggia;Ischitella;565986,4715;4641320,344;0;1
2024-08-07;LARGO LUNGO;IT016071025005;Foggia;Ischitella;564688,2077;4641066,032;0;0
2024-08-07;1000 MT A DX P. 24;IT016071025012;Foggia;Ischitella;564331,9163;4640039,657;0;0
2024-08-06;ISOLA S.DOMINO RISTORANTE IL PIRATA;IT016071026001;Foggia;Isole Tremiti;541065,6372;4663280,605;6;10
2024-08-06;ISOLA S.DOMINO SPIAGGIA TOURING CLUB;IT016071026002;Foggia;Isole Tremiti;540130,3642;4663130,469;0;0
2024-08-06;ISOLA S. DOMINO FARO;IT016071026003;Foggia;Isole Tremiti;539394,4012;4661512,073;0;0
2024-08-06;ISOLA S. NICOLA PORTICCIOLO;IT016071026004;Foggia;Isole Tremiti;541524,4084;4663250,174;0;1
2024-08-06;ISOLA S. NICOLA DISSALATORE;IT016071026005;Foggia;Isole Tremiti;542418,4507;4663442,538;0;0
2024-08-06;ISOLA CAPRAIA PUNTA SECCA;IT016071026006;Foggia;Isole Tremiti;543277,6619;4665142,823;0;0
2024-08-06;ISOLA S. DOMINO GROTTA DEL SALE;IT016071026007;Foggia;Isole Tremiti;540591,045;4661796,618;0;0
2024-08-06;ISOLA S. DOMINO PUNTA DEL DIAMANTE;IT016071026008;Foggia;Isole Tremiti;540603,8017;4663861,531;0;0
2024-08-06;ISOLA S. NICOLA - TRE SCOGLI;IT016071026009;Foggia;Isole Tremiti;542076,1427;4663777,809;0;0
2024-08-06;ISOLA CAPRAIA CALA PIETRA DI FUCILE;IT016071026010;Foggia;Isole Tremiti;541932,9446;4664361,431;0;0
2024-08-06;IS.S.DOMINO 1400 MT A DX P.091;IT016071026011;Foggia;Isole Tremiti;540816,5267;4662600,504;0;0
2024-08-06;IS. CAPRAIA 800 MT A DX P. 240;IT016071026012;Foggia;Isole Tremiti;542366,757;4664540,22;0;0
2024-08-06;IS. S.NICOLA 1800 MT A DX P. 222;IT016071026013;Foggia;Isole Tremiti;542094,7246;4665039,416;0;0
2024-08-06;LIDO LA SIRENA;IT016071027001;Foggia;Lesina;527052,2315;4640693,93;0;0
2024-08-06;CANALE PUNTA PIETRE NERE(30 MT SINISTRA);IT016071027002;Foggia;Lesina;527995,5596;4640630,203;0;0
2024-08-06;CANALE PUNTA PIETRE NERE(30 MT DESTRA);IT016071027003;Foggia;Lesina;528343,5592;4640766,207;0;0
2024-08-06;LIDO SABBIA D'ORO;IT016071027005;Foggia;Lesina;528994,0469;4639787,287;0;0
2024-08-06;TORRE SCAMPAMORTE;IT016071027007;Foggia;Lesina;539634,4408;4639433,481;0;0
2024-08-06;FOCE SCHIAPPARO 30 MT SN;IT016071027008;Foggia;Lesina;542231,2898;4639891,641;0;0
2024-08-06;PENNACCHIO;IT016071027017;Foggia;Lesina;530618,1778;4639031,137;0;0
2024-08-06;SPEDALE;IT016071027018;Foggia;Lesina;532592,4536;4638810,429;0;0
2024-08-06;ZAPPINO;IT016071027019;Foggia;Lesina;534616,4368;4638872,14;0;0
2024-08-06;GRAVAGLIONE;IT016071027020;Foggia;Lesina;536599,7714;4638983,598;0;0
2024-08-06;S. ANDREA;IT016071027021;Foggia;Lesina;538371,3967;4639241,191;0;0
2024-08-06;CANTO;IT016071027024;Foggia;Lesina;541546,4772;4639748,9;0;0
2024-08-06;FOCE SCHIAPPARO 30 MT DX;IT016071027031;Foggia;Lesina;542285,5272;4639909,473;0;0
2024-08-13;LIDO AURORA;IT016071029001;Foggia;Manfredonia;574931,5483;4606802,188;0;0
2024-08-13;LIDO NETTUNO;IT016071029002;Foggia;Manfredonia;575087,2414;4607182,855;0;0
2024-08-13;AREA LAVORATIVO-FORESTALE;IT016071029003;Foggia;Manfredonia;574911,7262;4606312,36;0;0
2024-08-13;AERONAUTICA MILITARE;IT016071029004;Foggia;Manfredonia;574825,5937;4605922,028;0;0
2024-08-13;VILLAGGIO RESIDENZIALE DI LAURO;IT016071029005;Foggia;Manfredonia;574643,251;4603071,079;0;0
2024-08-13;LIDO ROMAGNA;IT016071029006;Foggia;Manfredonia;574718,7862;4602515,95;0;0
2024-08-13;LIDO SALPI;IT016071029007;Foggia;Manfredonia;574997,6927;4600666,077;0;0
2024-08-13;LIDO LA BUSSOLA;IT016071029008;Foggia;Manfredonia;575119,4893;4599713,777;0;0
2024-08-13;LIDO SCALO DEI SARACENI;IT016071029009;Foggia;Manfredonia;575573,3032;4598178,033;0;0
2024-08-13;LIDO IPPOCAMPO;IT016071029010;Foggia;Manfredonia;576647,6583;4595781,85;0;0
2024-08-13;EX FOGNA MANFREDONIA 30 MT SN;IT016071029011;Foggia;Manfredonia;575293,0196;4607684,079;0;0
2024-08-13;EX FOGNA MANFREDONIA 30 MT DX;IT016071029012;Foggia;Manfredonia;575199,9675;4607548,993;0;2
2024-08-13;CANALE ACQUE ALTE 30 MT SN;IT016071029013;Foggia;Manfredonia;575068,2091;4607053,738;0;0
2024-08-13;CANALE ACQUE ALTE 30 MT DX;IT016071029014;Foggia;Manfredonia;575000,4835;4606943,756;0;0
2024-08-13;FOCE FIUME CANDELARO 300 MT DX;IT016071029015;Foggia;Manfredonia;574640,401;4603562,82;0;0
2024-08-13;FOCE TORRENTE CERVARO 30 MT SN;IT016071029016;Foggia;Manfredonia;575817,2144;4597531,579;0;0
2024-08-13;FOCE TORRENTE CERVARO 30 MT DX;IT016071029017;Foggia;Manfredonia;575912,0368;4597251,29;0;0
2024-08-13;CANALE IPPOCAMPO 30 MT SN;IT016071029018;Foggia;Manfredonia;576710,9309;4595103,093;0;0
2024-08-13;CANALE IPPOCAMPO 30 MT DX;IT016071029019;Foggia;Manfredonia;576723,9383;4595060,746;0;0
2024-08-13;CANALE PELUSO 30 MT SN;IT016071029020;Foggia;Manfredonia;577146,0426;4594306,572;0;0
2024-08-13;750 M SX SCARICO EX FOGNA AMERICANA;IT016071029024;Foggia;Manfredonia;575691,8007;4608093,043;0;0
2024-08-13;550 M SX SCARICO EX FOGNA AMERICANA;IT016071029025;Foggia;Manfredonia;575541,0909;4607949,881;0;0
2024-08-13;800 M. SX FOCE TORR. CANDELARO VSO P. 69;IT016071029026;Foggia;Manfredonia;574657,7503;4604499,71;0;0
2024-08-07;LIDO ACQUA DI CRISTO;IT016071029033;Foggia;Manfredonia;577838,5847;4609763,134;0;0
2024-08-07;SCARICO FARO 30 MT SN;IT016071029034;Foggia;Manfredonia;576989,6574;4609069,984;0;4
2024-08-12;SPIAGGIA BAIA DELLE ZAGARE;IT016071031001;Foggia;Mattinata;595356,3546;4622393,777;0;0
2024-08-12;FANALE A SINISTRA DEL MOLO;IT016071031002;Foggia;Mattinata;589703,1688;4618120,198;0;0
2024-08-12;CAMPING FONTANA DELLE ROSE;IT016071031003;Foggia;Mattinata;593035,6479;4620885,753;0;0
2024-08-07;2 CANALE CAMPING DEI FIORI 30 MT SN;IT016071031004;Foggia;Mattinata;588887,6444;4617204,861;0;0
2024-08-12;TORRE DEL TELEGRAFO;IT016071031005;Foggia;Mattinata;598798,2387;4625263,288;0;0
2024-08-12;TORRE LA FOSSA;IT016071031006;Foggia;Mattinata;597423,7255;4624469,387;0;0
2024-08-12;TORRE DEL SEGNALE;IT016071031007;Foggia;Mattinata;596510,7848;4623043,067;0;0
2024-08-12;TRA BAIA ZAGARE E CAMP.FONTANA ROSE;IT016071031008;Foggia;Mattinata;594554,5171;4621442,269;0;0
2024-08-12;MASSA DEL SALE;IT016071031009;Foggia;Mattinata;592187,4286;4620268,757;0;0
2024-08-12;TOR DI LUPO;IT016071031010;Foggia;Mattinata;591139,9803;4619148,318;0;1
2024-08-07;MONTE SARACENO;IT016071031011;Foggia;Mattinata;588523,1468;4615997,435;0;0
2024-08-07;GRAVAGLIONE;IT016071031012;Foggia;Mattinata;586820,7035;4615086,158;0;0
2024-08-07;1 CANALE CAMPING DEI FIORI 30 MT DX;IT016071031013;Foggia;Mattinata;588942,5508;4617280,374;0;0
2024-08-07;2 CANALE CAMPING DEI FIORI 30 MT DX;IT016071031014;Foggia;Mattinata;588872,5041;4617110,705;0;0
2024-08-12;900 MT A DX P. 49 CALA LA PERGOLA;IT016071031015;Foggia;Mattinata;599074,4104;4626040,568;0;0
2024-08-12;CHIANCA LISCIA 900 MT A DX P. 176;IT016071031016;Foggia;Mattinata;598253,0877;4624782,073;0;3
2024-08-12;LA BARACCA - 500 MT A DX P. 177;IT016071031017;Foggia;Mattinata;597091,6281;4624367,211;0;0
2024-08-07;FUNTAROLA - 1200 MT A DX P. 183;IT016071031018;Foggia;Mattinata;585987,5074;4614387,282;0;0
2024-08-07;CAMPING ACQUA AZZURRA;IT016071033001;Foggia;Monte Sant'Angelo;583319,9858;4613084,857;0;0
2024-08-07;ISTITUTO PADRE PIO;IT016071033002;Foggia;Monte Sant'Angelo;578673,8987;4610361,118;0;0
2024-08-07;LIDO VARCARO;IT016071033003;Foggia;Monte Sant'Angelo;582299,6358;4612345,296;0;0
2024-08-07;MASSERIA SANSONE;IT016071033004;Foggia;Monte Sant'Angelo;585194,0991;4613980,671;0;0
2024-08-07;PEZZO DELL'ABATE;IT016071033005;Foggia;Monte Sant'Angelo;580644,1024;4611337,156;0;0
2024-08-07;SCARICO ENICHEM AGRICOLT. 300 MT SN;IT016071033006;Foggia;Monte Sant'Angelo;578951,5596;4610598,48;0;0
2024-08-07;SCARICO ENICHEM AGRICOLT. 300 MT DX;IT016071033007;Foggia;Monte Sant'Angelo;578856,4358;4610564,618;0;0
2024-08-07;1200 MT A DX P. 184;IT016071033008;Foggia;Monte Sant'Angelo;584212,5613;4613443,015;0;0
2024-08-12;HOTEL MORCAVALLO - PESCHICI;IT016071038001;Foggia;Peschici;583496,3358;4644413,156;0;0
2024-08-05;PUNTA S NICOLA (PRICINISCO);IT016071038002;Foggia;Peschici;585287,6613;4644431,634;0;1
2024-08-05;MANACCORE HOTEL GUSMAI;IT016071038003;Foggia;Peschici;589072,5515;4643951,239;0;0
2024-08-05;PUNTA S NICOLA CAMPING BAIA S NICOLA;IT016071038004;Foggia;Peschici;585774,7944;4644262,625;0;0
2024-08-05;BAIA DI MANACCORA;IT016071038005;Foggia;Peschici;587084,859;4644481,269;0;0
2024-08-05;SC. FOGNA ABITATO - PESCHICI 300 MT SN;IT016071038006;Foggia;Peschici;583949,2383;4644758,438;0;0
2024-08-05;TORRE DI CALALUNGA;IT016071038007;Foggia;Peschici;588028,1167;4644586,588;0;0
2024-08-05;TORRE DI SFINALE;IT016071038008;Foggia;Peschici;590667,6154;4643419,584;0;0
2024-08-05;GROTTA DEL TURCO - 800 MT DX P.153;IT016071038009;Foggia;Peschici;588368,1232;4644100,415;0;0
2024-08-05;1500 MT A DX P. 035;IT016071038010;Foggia;Peschici;590006,7137;4643715,533;0;0
2024-08-05;200 M DX P.152 E 500 M DX SC.FOGNA;IT016071038011;Foggia;Peschici;584355,6596;4644464,029;0;0
2024-08-07;BAGNO ROMAGNA 50 MT SX;IT016071043001;Foggia;Rodi Garganico;568231,2389;4641527,627;0;0
2024-08-07;LIDO SABBIE D'ORO;IT016071043002;Foggia;Rodi Garganico;572743,4547;4642354,732;0;0
2024-08-12;LIDO GABBIANO;IT016071043003;Foggia;Rodi Garganico;573887,2984;4642359,94;0;1
2024-08-07;BAGNO ROMAGNA 50 MT DX;IT016071043004;Foggia;Rodi Garganico;568416,3113;4641563,712;0;0
2024-08-07;S. BARBARA 50 MT SX;IT016071043005;Foggia;Rodi Garganico;572053,9914;4642089,786;0;0
2024-08-07;S. BARBARA 50 MT DX;IT016071043006;Foggia;Rodi Garganico;572232,0811;4642156,112;0;0
2024-08-07;30 MT. SX FOCE CANALE ROMONDATO;IT016071043007;Foggia;Rodi Garganico;570012,1891;4641881,019;0;0
2024-08-07;30 MT. DX FOCE CANALE ROMONDATO;IT016071043008;Foggia;Rodi Garganico;570089,981;4641891,567;0;0
2024-08-12;CANALE ASCIATAZZA - 200 M. SX DELLA FOCE;IT016071043009;Foggia;Rodi Garganico;575868,1946;4642656,287;0;0
2024-08-12;CANALE ASCIATAZZA - 200 M. DX DELLA FOCE;IT016071043010;Foggia;Rodi Garganico;576258,7568;4642722,1;0;0
2024-08-06;BAR RISTORANTE IL GIGANTE;IT016071049002;Foggia;San Nicandro Garganico;548172,2559;4641058,454;0;0
2024-08-06;HOTEL PERTOSA;IT016071049003;Foggia;San Nicandro Garganico;551275,3643;4641940,468;0;0
2024-08-06;S. PLACIDO;IT016071049009;Foggia;San Nicandro Garganico;544262,0024;4640622,88;0;0
2024-08-06;LA TORRE;IT016071049010;Foggia;San Nicandro Garganico;546144,576;4640685,928;0;0
2024-08-06;OMBRELLO;IT016071049011;Foggia;San Nicandro Garganico;550107,9088;4641467,98;0;0
2024-08-06;TRA TORRE MILETO E TORRE CALA ROSSA;IT016071049012;Foggia;San Nicandro Garganico;552475,8022;4641829,45;0;0
2024-08-06;TORRE CALA ROSSA;IT016071049013;Foggia;San Nicandro Garganico;553491,9576;4641770,833;0;0
2024-08-06;TORRE MOZZA (LOC LE MARINELLE);IT016071053001;Foggia;Serracapriola;520393,8953;4640861,401;0;0
2024-08-06;TRA LE MARINELLE E F.FIUME FORTORE;IT016071053002;Foggia;Serracapriola;522467,8497;4640905,443;0;0
2024-08-06;FOCE F. FORTORE 30 MT SN;IT016071053003;Foggia;Serracapriola;524280,3433;4641038,858;0;0
2024-08-06;FOCE F. FORTORE 30 MT DX;IT016071053004;Foggia;Serracapriola;524409,2682;4641000,703;0;0
2024-08-06;ONGARA;IT016071053005;Foggia;Serracapriola;525646,1507;4640798,964;0;0
2024-08-12;LOC PIETRA NERA (30 MT. DESTRA CANALE);IT016071059001;Foggia;Vico del Gargano;577430,2924;4642982,103;0;0
2024-08-12;LIDO VENEZIA S. MENAIO;IT016071059002;Foggia;Vico del Gargano;579038,5736;4643426,259;0;0
2024-08-12;LOC.CALENELLA - VICO;IT016071059003;Foggia;Vico del Gargano;581129,2853;4643875,104;0;0
2024-08-12;FOCE CANALE S. ANTONIO 30 MT SN;IT016071059004;Foggia;Vico del Gargano;578163,4468;4643113,818;0;0
2024-08-12;FOCE CANALE S. ANTONINO 30 MT DX;IT016071059005;Foggia;Vico del Gargano;578254,2843;4643154,803;0;0
2024-08-12;TORRE DI MONTE PULCI;IT016071059006;Foggia;Vico del Gargano;582204,1062;4644422,945;0;0
2024-08-12;FOCE CANALE P. NERE 30 MT SX;IT016071059007;Foggia;Vico del Gargano;577511,9288;4643000,714;0;0
2024-08-05;CAMPING HOLIDEY;IT016071060001;Foggia;Vieste;591417,3097;4642467,827;0;0
2024-08-05;CANALE SCIALMARINO;IT016071060002;Foggia;Vieste;592629,6917;4641274,248;0;0
2024-08-05;PUNTA S LORENZO;IT016071060003;Foggia;Vieste;596440,2459;4638867,121;0;0
2024-08-05;SPIAGGIA S. LORENZO;IT016071060004;Foggia;Vieste;597278,2843;4637842,312;0;0
2024-08-05;MARINA PICCOLA A SINISTRA;IT016071060005;Foggia;Vieste;598049,0684;4637803,591;0;0
2024-08-05;MARINA PICCOLA A DESTRA;IT016071060006;Foggia;Vieste;598144,6392;4637498,726;0;0
2024-08-05;HOTEL MERINUM;IT016071060007;Foggia;Vieste;597807,1504;4636939,057;0;0
2024-08-05;CAMPING GIRARROSTO;IT016071060008;Foggia;Vieste;597658,0573;4634502,889;0;0
2024-08-05;HOTEL GARGANO - CANALE PORTONUOVO;IT016071060009;Foggia;Vieste;598275,2637;4633095,58;0;0
2024-08-05;BAIA S FELICE;IT016071060010;Foggia;Vieste;598818,3809;4631472,871;0;0
2024-08-05;CAMPING CALACAMPI;IT016071060011;Foggia;Vieste;599285,2344;4630000,059;0;0
2024-08-12;SPIAGGIA PUGNO CHIUSO;IT016071060012;Foggia;Vieste;597794,7409;4634364,382;0;0
2024-08-05;ISOLA DI CHIANCO;IT016071060013;Foggia;Vieste;592039,0574;4642130,227;0;0
2024-08-05;TRA SP.SCIALMARINO E T.RE PORTICELLO;IT016071060014;Foggia;Vieste;593952,1824;4640746,409;0;0
2024-08-05;CANALE MOLINELLA 30 MT SN;IT016071060015;Foggia;Vieste;595599,1212;4639926,199;0;0
2024-08-05;CANALE MOLINELLA 30 MT DX;IT016071060016;Foggia;Vieste;595610,6317;4639758,24;0;0
2024-08-05;SCARICO FOGNA VIESTE 500 MT DX;IT016071060017;Foggia;Vieste;598177,9234;4637312,557;0;0
2024-08-05;CANALE TORRE DEL PORTO 30 MT SN;IT016071060018;Foggia;Vieste;597793,6973;4634437,011;0;0
2024-08-05;CANALE TORRE DEL PORTO 30 MT DX;IT016071060019;Foggia;Vieste;597843,2246;4634273,567;0;0
2024-08-05;CAN.SC. VILLAGGIO GATTARELLA 200 MT SN;IT016071060020;Foggia;Vieste;598535,4439;4632618,428;0;0
2024-08-05;CAN.SC.VILLAGGIO GATTARELLA 200 MT DX;IT016071060021;Foggia;Vieste;598812,1251;4632566,464;0;0
2024-08-05;TRA T.RE S.FELICE E T.RE DI CAMPI;IT016071060022;Foggia;Vieste;599531,9164;4630727,645;0;0
2024-08-12;TRA T.RE AGLIO E T.RE PORTOGRECO;IT016071060023;Foggia;Vieste;599413,4512;4628946,384;0;0
2024-08-12;SCARICO PUGNOCHIUSO30 MT SX;IT016071060024;Foggia;Vieste;599321,57;4627280,531;0;0
2024-08-12;SCARICO PUGNOCHIUSO 30 MT DX;IT016071060025;Foggia;Vieste;599289,9067;4627245,204;0;0
2024-08-05;1000 MT A DX DI TORRE DI PORTICELLO;IT016071060026;Foggia;Vieste;594661,5784;4640857,906;0;0
2024-08-05;1000 MT A DX P. 158;IT016071060027;Foggia;Vieste;595857,6316;4639280,16;0;0
2024-08-12;470M SX P174 E 500M SX SC.CT PUGNOCHIUSO;IT016071060028;Foggia;Vieste;599385,4556;4627831,524;0;0
2024-08-12;470M DX P175 E 500M DX SC.CT PUGNOCHIUSO;IT016071060029;Foggia;Vieste;599178,2577;4626973,255;0;0
2024-08-12;1000 MT A DX P. 173;IT016071060030;Foggia;Vieste;599315,0038;4628263,535;2;0
2024-08-05;300 M. SX DEL PTO 163 VERSO IL PTO. 042;IT016071060031;Foggia;Vieste;598055,0604;4637127,084;0;0
2024-08-05;CAN. MOLINELLA-CORR.FOCE- LOC. MOLINELLA;IT016071060032;Foggia;Vieste;595539,0207;4639779,958;0;0
2024-08-05;1 CANALE - 30M. SX DELLA FOCE;IT016071060033;Foggia;Vieste;597617,7321;4636019,612;0;0
2024-08-05;1 CANALE-FOCE/CAMPING S. ELIA E CASTELLO;IT016071060034;Foggia;Vieste;597607,7368;4635673,668;0;0
2024-08-05;2 CANALE/FOCE DIREZ. CAMPING ARCOBALENO;IT016071060035;Foggia;Vieste;597589,3949;4635397,372;0;0
2024-08-05;3 CANALE - 30 M. SX DELLA FOCE;IT016071060036;Foggia;Vieste;598761,6435;4632085,837;0;0
2024-08-05;3 CANALE/FOCE DIREZ. CAMPING SCIALARA;IT016071060037;Foggia;Vieste;597594,2927;4635263,015;0;0
2024-08-05;4 CANALE/FOCE 20M. SX RESID. CONCHIGLIA;IT016071060038;Foggia;Vieste;597598,4306;4635086,965;0;0
2024-08-05;5 CANALE/FOCE DIREZ. STAZIONE AGIP;IT016071060039;Foggia;Vieste;597600,5289;4634978,237;0;0
2024-08-05;5BIS CANALE/TRA CAMP. ADRIATICO-ARIZONA;IT016071060040;Foggia;Vieste;597638,0809;4634714,667;0;0
2024-08-05;7 CANALE/FOCE IN LOC. TORRE DEL PONTE;IT016071060041;Foggia;Vieste;597914,8836;4633730,108;0;0
2024-08-05;CANALE VALESANO-CORR. FOCE-LOC. VALESANO;IT016071060042;Foggia;Vieste;598127,988;4633221,292;0;0
2024-08-05;CANALE CARUSO - CORR. FOCE-LOC. CALCARE;IT016071060043;Foggia;Vieste;598061,5078;4633325,589;0;0
2024-08-05;CAN. FORTUNOSO-CORR.FOCE-LOC.LAGO CHIARA;IT016071060044;Foggia;Vieste;598268,5263;4632957,502;0;0
2024-08-05;CANALE PORTO NUOVO- CORR. FOCE;IT016071060045;Foggia;Vieste;598325,7124;4632792,94;0;1
2024-08-05;CAN. LAMA LE CANNE-CORR. FOCE-GATTARELLA;IT016071060046;Foggia;Vieste;598930,854;4632435,602;0;0
2024-08-13;LIDO TORRE DI RIVOLI;IT016071064001;Foggia;Zapponeta;577852,3911;4593332,445;0;0
2024-08-13;IDROVORA CONSORZIO BONIFICA;IT016071064002;Foggia;Zapponeta;580299,1351;4590204,336;0;0
2024-08-13;LIDO LA CARAVELLA;IT016071064003;Foggia;Zapponeta;580651,6447;4589837,74;0;0
2024-08-13;FOCE ALOISA (30 MT.A SINISTRA);IT016071064004;Foggia;Zapponeta;584159,0665;4587318,64;0;0
2024-08-13;FOCE ALOISA (30 MT. A DESTRA);IT016071064005;Foggia;Zapponeta;584465,7376;4587242,541;0;0
2024-08-13;MASSERIA TORRE MARTELLO;IT016071064006;Foggia;Zapponeta;578633,3651;4591947,26;0;0
2024-08-13;1,5 KM DA ZAPPONETA V.SO M. DI SAVOIA;IT016071064007;Foggia;Zapponeta;581608,6411;4589103,65;0;0
2024-08-13;3,0 KM DA ZAPPONETA V.SO M. DI SAVOIA;IT016071064008;Foggia;Zapponeta;582949,1485;4588080,647;0;0
2024-08-13;TRA FOCE ALOISA E T.RE DI PIETRA;IT016071064009;Foggia;Zapponeta;585538,2983;4586595,777;0;0
2024-08-13;RISAIA 1300 MT A DX P. 206;IT016071064010;Foggia;Zapponeta;579483,2582;4590943,467;0;0
2024-08-13;500 M SX SCARICO RETE FOGNANTE;IT016071064011;Foggia;Zapponeta;580770,1487;4589728,362;0;0
2024-08-13;500 M DX SCARICO RETE FOGNANTE;IT016071064012;Foggia;Zapponeta;581545,2024;4589157,948;0;0
2024-08-13;CANALE PELUSO 30 MT DX;IT016071064025;Foggia;Zapponeta;577161,9421;4594224,776;0;0
2024-08-13;FOCE TORRENTE CARAPELLE 30 MT SN;IT016071064026;Foggia;Zapponeta;577290,5284;4593965,779;0;0
2024-08-13;FOCE TORRENTE CARAPELLE 30 MT DX;IT016071064027;Foggia;Zapponeta;577467,9571;4593771,466;0;0
2024-08-12;200 MT SUD LIDO LUCCIOLA;IT016072006001;Bari;Bari;645389,175763;4559044,930928;0;0
2024-08-12;LA ROTONDA S SPIRITO;IT016072006002;Bari;Bari;646124,936489;4558889,617274;0;0
2024-08-12;PUNTA LIDO TITOLO;IT016072006003;Bari;Bari;647838,162207;4558337,902771;0;0
2024-08-12;"STABILIMENTO """"LA BAIA""""";IT016072006004;Bari;Bari;648263,360547;4558069,030515;0;0
2024-08-13;DI FRONTE STRADA PIZZILLO;IT016072006005;Bari;Bari;650029,216674;4557241,422136;0;0
2024-08-13;CURVA CIRCONVALAZIONE;IT016072006006;Bari;Bari;651049,799290;4556367,755071;0;0
2024-08-13;DOPO LIDO PISANI (100 M SUD);IT016072006007;Bari;Bari;652554,215849;4555866,207358;0;0
2024-08-13;LIDO S FRANCESCO;IT016072006008;Bari;Bari;653702,427595;4555528,608194;0;0
2024-08-13;DI FRONTE RISTORANTE EX EL CID;IT016072006009;Bari;Bari;659013,949575;4553728,309597;0;0
2024-08-13;DI FRONTE DEMOLIZIONE AUTO (100 MT.SUD);IT016072006010;Bari;Bari;659623,541122;4553588,330692;0;0
2024-08-13;SUPERMERCATO GS (200 M NORD);IT016072006011;Bari;Bari;661009,612417;4553155,188488;0;0
2024-08-13;LIDO TRULLO;IT016072006012;Bari;Bari;662678,616421;4552495,944409;0;0
2024-08-13;ACQUEDOTTO PUGLIESE - CAMPING S.GIORGIO;IT016072006013;Bari;Bari;664240,601540;4551657,208177;0;0
2024-08-13;LIDO S GIORGIO;IT016072006014;Bari;Bari;664900,322735;4551363,185917;0;0
2024-08-13;LIDO POLIZIA DI STATO;IT016072006015;Bari;Bari;666820,990309;4551008,420479;0;0
2024-08-13;GROTTA REGINA;IT016072006016;Bari;Bari;667301,015356;4550890,018745;0;0
2024-08-13;VIA FONTANELLA;IT016072006017;Bari;Bari;669010,708047;4550284,673892;0;0
2024-08-12;DITTA MERIDIONALPESCA;IT016072006018;Bari;Bari;647387,969918;4558467,882180;0;0
2024-08-13;FOGNA BARI OCCIDENTALE 500 MT NORD;IT016072006019;Bari;Bari;651378,241983;4556157,454507;0;0
2024-08-13;FOGNA BARI OCCIDENTALE 500 MT SUD;IT016072006020;Bari;Bari;652269,910127;4555852,084371;0;0
2024-08-13;DITTA GALLO - IURLO;IT016072006021;Bari;Bari;653113,771603;4555647,441852;0;0
2024-08-13;SCARICO ENEL;IT016072006022;Bari;Bari;653484,039446;4555633,946610;0;0
2024-08-13;FOGNA BARI ORIENTALE 500 MT NORD;IT016072006023;Bari;Bari;661383,822814;4552931,111809;0;0
2024-08-13;FOGNA BARI ORIENTALE 500 MT SUD;IT016072006024;Bari;Bari;662345,544371;4552584,402082;0;0
2024-08-13;DITTA CACUCCIOLO FILIPPO;IT016072006025;Bari;Bari;665685,676085;4551333,983801;0;0
2024-08-13;DITTA CACUCCIOLO FRANCESCO;IT016072006026;Bari;Bari;666739,235467;4551048,286752;0;0
2024-08-12;STABILIMENTO BALNEARE NAUTILUS POLARIS;IT016072022001;Bari;Giovinazzo;638258,348242;4561501,446698;0;0
2024-08-12;MONASTERO - CIMITERO;IT016072022002;Bari;Giovinazzo;639087,961531;4561467,194711;0;0
2024-08-12;MARMERIA;IT016072022003;Bari;Giovinazzo;642116,846473;4560019,040634;0;0
2024-08-12;VILLE GIAPPONESI;IT016072022004;Bari;Giovinazzo;643033,358389;4559630,698592;0;0
2024-08-12;ZONA RESIDENZIALE VALENTINI;IT016072022005;Bari;Giovinazzo;644477,799119;4559147,313878;0;0
2024-08-12;TORRE GAVETONE - RISTORANTE LA PERLA;IT016072022006;Bari;Giovinazzo;637576,545369;4561609,084577;0;0
2024-08-12;SC. EMERG. FOGNA NERA - LOC. CAPPELLA;IT016072022007;Bari;Giovinazzo;641044,049887;4560588,845081;0;0
2024-08-12;RISTORANTE TORUCCIO E C.A. 7;IT016072022008;Bari;Giovinazzo;641099,234485;4560321,607430;0;0
